pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length
FF,2024-08-14,91.3,-2.68,6.23,"Gordon, Tanner",682998,685299,,ball,,,,,11,Corbin Carroll walks.,R,L,R,AZ,COL,B,,,1,2,2024,-1.1,1.31,-1.15,4.0,,,,0,1,Bot,,,,,607732,,,6.185461482585475,-132.80301137118818,-2.538345963350832,-14.290114061897878,27.47679669344084,-16.341769295189838,3.19,1.54,,,,91.2,2223,6.2,747163,685299,607732,669911,663898,668845,678662,687597,686668,656541,54.34,,,,,,,,4,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,222,0.0,0.036,,
CH,2024-08-14,82.4,-2.59,6.13,"Gordon, Tanner",682998,685299,,swinging_strike,,,,,4,Corbin Carroll walks.,R,L,R,AZ,COL,S,,,1,1,2024,-1.29,0.94,-0.49,2.16,,,,0,1,Bot,,,,,607732,,,7.262165127408518,-119.76300145764428,-4.351750547532013,-13.75125603929794,21.842441725496705,-22.460812147843445,3.12,1.48,,,,82.6,2199,6.4,747163,685299,607732,669911,663898,668845,678662,687597,686668,656541,54.12,,,,,,,,4,3,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,234,0.0,-0.049,70.23772,8.51122
CH,2024-08-14,82.0,-2.57,6.17,"Gordon, Tanner",682998,685299,,ball,,,,,13,Corbin Carroll walks.,R,L,R,AZ,COL,B,,,0,1,2024,-1.34,0.88,-1.24,2.17,,,,0,1,Bot,,,,,607732,,,5.600851049156101,-119.30037435233594,-4.2198993592106815,-13.913612839186214,21.78108937222792,-23.139726398315275,3.12,1.51,,,,82.1,2092,6.3,747163,685299,607732,669911,663898,668845,678662,687597,686668,656541,54.25,,,,,,,,4,2,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,232,0.0,0.021,,
FF,2024-08-14,89.5,-2.59,6.22,"Gordon, Tanner",682998,685299,,foul,,,,,5,Corbin Carroll walks.,R,L,R,AZ,COL,S,,,0,0,2024,-0.98,1.38,-0.16,2.5,,,,0,1,Bot,,,,,607732,,,8.032104074154164,-130.10501613263585,-6.127319294820642,-12.80214757847937,25.354573565057773,-15.3452539498676,3.12,1.48,,,,89.5,2114,6.2,747163,685299,607732,669911,663898,668845,678662,687597,686668,656541,54.31,,,,,,,,4,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,218,0.0,-0.032,78.43454,7.35271
CU,2024-08-14,80.9,1.42,6.64,"Montgomery, Jordan",686668,656756,field_out,hit_into_play,,,,,9,Brenton Doyle flies out to right fielder Corbin Carroll.,R,R,L,AZ,COL,X,9,fly_ball,1,2,2024,-0.29,-0.22,0.75,1.74,,,,2,1,Top,159.89,106.54,,,680728,,,-0.9451967560413214,-117.92221877476707,-3.957174646675967,-2.5921863372049967,20.769777176657293,-33.74798041473202,3.37,1.6,246,77.0,41,82.0,2308,6.7,747163,656756,680728,605137,677942,553993,672695,666971,664983,682998,53.75,0.069,0.062,0.0,1,0,0,3,3,4,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,321,0.01,-0.071,64.78467,8.12929
FF,2024-08-14,93.3,1.49,6.62,"Montgomery, Jordan",686668,656756,,foul,,,,,2,Brenton Doyle flies out to right fielder Corbin Carroll.,R,R,L,AZ,COL,S,,,1,1,2024,0.44,1.27,-0.05,2.84,,,,2,1,Top,,,,,680728,,,-4.932108597274658,-135.82983145149652,-6.827964193309575,6.4429385284806,27.21145299403295,-15.180831746991236,3.37,1.6,204,71.5,48,94.0,2308,6.5,747163,656756,680728,605137,677942,553993,672695,666971,664983,682998,54.01,,,,,,,,3,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,147,0.0,-0.026,69.45165,6.79801
FF,2024-08-14,93.2,1.58,6.6,"Montgomery, Jordan",686668,656756,,foul,,,,,6,Brenton Doyle flies out to right fielder Corbin Carroll.,R,R,L,AZ,COL,S,,,1,0,2024,0.75,1.08,0.3,2.51,,,,2,1,Top,,,,,680728,,,-4.965131612693705,-135.66991540875742,-7.203460726941477,10.298307626393564,26.033831979506253,-17.48306113825008,3.37,1.6,362,97.8,40,94.1,2462,6.5,747163,656756,680728,605137,677942,553993,672695,666971,664983,682998,53.98,,,,,,,,3,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,142,0.0,-0.02,71.90754,7.19526
FF,2024-08-14,93.8,1.45,6.63,"Montgomery, Jordan",686668,656756,,ball,,,,,14,Brenton Doyle flies out to right fielder Corbin Carroll.,R,R,L,AZ,COL,B,,,0,0,2024,0.68,1.05,0.24,1.02,,,,2,1,Top,,,,,680728,,,-4.635400684177856,-136.23279857223164,-11.175954604696347,9.486511635060625,28.17984423278062,-16.863302936395836,3.34,1.57,,,,94.3,2270,6.6,747163,656756,680728,605137,677942,553993,672695,666971,664983,682998,53.92,,,,,,,,3,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,137,0.0,0.016,,
SI,2024-08-14,93.7,1.41,6.69,"Montgomery, Jordan",663898,656756,field_out,hit_into_play,,,,,5,"Brendan Rodgers grounds out, shortstop Geraldo Perdomo to first baseman Josh Bell.",R,R,L,AZ,COL,X,6,ground_ball,0,1,2024,1.0,1.1,0.19,2.31,,,,1,1,Top,108.42,146.51,,,680728,,,-5.378129797212943,-136.2193884455209,-8.075606546107512,13.631173214035332,27.50267731576028,-16.96315218157449,3.44,1.59,84,98.3,4,94.4,2263,6.5,747163,656756,680728,605137,677942,553993,672695,666971,664983,682998,53.96,0.477,0.436,0.0,1,0,0,4,2,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,142,0.015,-0.14,73.91699,7.18512
SI,2024-08-14,93.6,1.54,6.65,"Montgomery, Jordan",663898,656756,,swinging_strike,,,,,14,"Brendan Rodgers grounds out, shortstop Geraldo Perdomo to first baseman Josh Bell.",R,R,L,AZ,COL,S,,,0,0,2024,1.41,0.98,1.13,2.14,,,,1,1,Top,,,,,680728,,,-4.190382725216115,-136.12872878697948,-8.1186245436549,18.468741741858565,28.5554149270801,-18.442945473659066,3.44,1.59,,,,94.3,2257,6.6,747163,656756,680728,605137,677942,553993,672695,666971,664983,682998,53.86,,,,,,,,2,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,144,0.0,-0.024,78.51515,7.72521
SI,2024-08-14,93.0,1.51,6.71,"Montgomery, Jordan",678662,656756,strikeout,swinging_strike,,,,,12,Ezequiel Tovar strikes out swinging.,R,R,L,AZ,COL,S,2,,1,2,2024,1.13,0.99,1.28,3.63,,,,0,1,Top,,,,,680728,,,-3.0732135238026803,-135.49197717026678,-4.35335402442969,14.601525387595384,26.86870296928353,-19.26447078181043,3.25,1.47,,,,93.8,2150,6.5,747163,656756,680728,605137,677942,553993,672695,666971,664983,682998,54.0,,0.0,0.0,1,0,0,,1,5,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,139,0.022,-0.169,62.357,6.24394
CU,2024-08-14,81.4,1.42,6.59,"Montgomery, Jordan",678662,656756,,foul,,,,,14,Ezequiel Tovar strikes out swinging.,R,R,L,AZ,COL,S,,,1,2,2024,-0.22,-0.64,0.49,0.52,,,,0,1,Top,,,,,680728,,,-1.6681691902909697,-118.60665186621182,-5.892225698140168,-1.823115491313852,21.18150328341311,-37.41675107648831,3.25,1.47,,,,82.3,2263,6.7,747163,656756,680728,605137,677942,553993,672695,666971,664983,682998,53.83,,,,,,,,1,4,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,322,0.0,0.0,62.31039,8.63893
FF,2024-08-14,93.0,1.56,6.68,"Montgomery, Jordan",678662,656756,,ball,,,,,12,Ezequiel Tovar strikes out swinging.,R,R,L,AZ,COL,B,,,0,2,2024,0.31,1.22,0.53,4.11,,,,0,1,Top,,,,,680728,,,-3.343962762163135,-135.5165205982303,-3.56325636568136,4.5096975117007485,27.397589475044903,-16.555732052046494,3.12,1.37,,,,93.6,2336,6.4,747163,656756,680728,605137,677942,553993,672695,666971,664983,682998,54.07,,,,,,,,1,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,147,0.0,0.02,,
SI,2024-08-14,92.9,1.4,6.69,"Montgomery, Jordan",678662,656756,,swinging_strike,,,,,14,Ezequiel Tovar strikes out swinging.,R,R,L,AZ,COL,S,,,0,1,2024,1.23,0.85,1.13,1.84,,,,0,1,Top,,,,,680728,,,-3.40412384298356,-135.19040933299678,-8.584732164127233,15.88212215853104,27.24405838893573,-20.084134759685284,3.25,1.47,,,,93.6,2227,6.5,747163,656756,680728,605137,677942,553993,672695,666971,664983,682998,53.97,,,,,,,,1,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,145,0.0,-0.047,73.35454,8.02464
FF,2024-08-14,92.7,1.51,6.65,"Montgomery, Jordan",678662,656756,,swinging_strike,,,,,5,Ezequiel Tovar strikes out swinging.,R,R,L,AZ,COL,S,,,0,0,2024,0.71,1.21,-0.22,2.11,,,,0,1,Top,,,,,680728,,,-6.010981531208304,-134.72284488761906,-8.561758941190254,9.828866338531355,26.176797761871075,-15.744902724949068,3.25,1.47,,,,93.6,2423,6.7,747163,656756,680728,605137,677942,553993,672695,666971,664983,682998,53.82,,,,,,,,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,148,0.0,-0.032,76.4702,7.61876
SL,2024-08-14,86.8,-1.89,5.3,"Domínguez, Seranthony",660688,622554,grounded_into_double_play,hit_into_play,,,,,13,"Keibert Ruiz grounds into a double play, second baseman Jackson Holliday to shortstop Gunnar Henderson to first baseman Ryan Mountcastle.   Andrés Chaparro out at 2nd.    Keibert Ruiz out at 1st.",R,L,R,BAL,WSH,X,4,ground_ball,2,2,2024,0.89,0.4,-1.06,2.19,,,665953,1,9,Top,145.43,149.05,,,668939,,,0.1667545215571304,-126.36988466739298,-2.023361391337517,9.427222773107404,28.14965413193795,-27.682558206286963,3.42,1.54,12,88.6,-10,86.9,2652,6.5,747000,622554,668939,663624,702616,602104,683002,681297,656775,623993,53.96,0.137,0.106,0.0,1,0,0,2,68,5,Slider,4,1,1,4,1,4,1,4,Infield shade,Standard,76,0.033,-0.344,60.84424,7.02217
FF,2024-08-14,97.2,-2.04,5.31,"Domínguez, Seranthony",660688,622554,,ball,,,,,11,"Keibert Ruiz grounds into a double play, second baseman Jackson Holliday to shortstop Gunnar Henderson to first baseman Ryan Mountcastle.   Andrés Chaparro out at 2nd.    Keibert Ruiz out at 1st.",R,L,R,BAL,WSH,B,,,1,2,2024,-0.34,1.39,-1.86,3.48,,,665953,1,9,Top,,,,,668939,,,1.2720476176340465,-141.57362122728398,-2.5530627180147265,-4.877739159977899,33.34561376253751,-13.165064745125331,3.2,1.49,,,,97.5,2496,6.5,747000,622554,668939,663624,702616,602104,683002,681297,656775,623993,54.04,,,,,,,,68,4,4-Seam Fastball,4,1,1,4,1,4,1,4,Infield shade,Standard,209,0.0,0.053,,
SL,2024-08-14,90.8,-1.99,5.33,"Domínguez, Seranthony",660688,622554,,foul,,,,,8,"Keibert Ruiz grounds into a double play, second baseman Jackson Holliday to shortstop Gunnar Henderson to first baseman Ryan Mountcastle.   Andrés Chaparro out at 2nd.    Keibert Ruiz out at 1st.",R,L,R,BAL,WSH,S,,,1,1,2024,0.36,0.53,0.26,1.52,,,665953,1,9,Top,,,,,668939,,,4.896217201721913,-132.24128154282212,-4.8603426703537655,3.263990152026685,25.844593156157543,-25.11218891492964,3.42,1.54,11,101.6,-8,91.6,2639,6.6,747000,622554,668939,663624,702616,602104,683002,681297,656775,623993,53.94,,,,,,,,68,3,Slider,4,1,1,4,1,4,1,4,Infield shade,Standard,143,0.0,-0.07,71.00076,7.46303
CH,2024-08-14,91.7,-1.9,5.34,"Domínguez, Seranthony",660688,622554,,ball,,,,,13,"Keibert Ruiz grounds into a double play, second baseman Jackson Holliday to shortstop Gunnar Henderson to first baseman Ryan Mountcastle.   Andrés Chaparro out at 2nd.    Keibert Ruiz out at 1st.",R,L,R,BAL,WSH,B,,,0,1,2024,-1.18,1.06,-0.01,1.19,,,665953,1,9,Top,,,,,668939,,,7.406265399292993,-133.22321890874233,-6.961922175269579,-15.706822449593831,29.330680195976317,-18.180846872862883,3.15,1.47,,,,92.5,2089,6.9,747000,622554,668939,663624,702616,602104,683002,681297,656775,623993,53.61,,,,,,,,68,2,Changeup,4,1,1,4,1,4,1,4,Infield shade,Standard,229,0.0,0.033,,
FF,2024-08-14,98.9,-2.03,5.2,"Domínguez, Seranthony",660688,622554,,foul,,,,,6,"Keibert Ruiz grounds into a double play, second baseman Jackson Holliday to shortstop Gunnar Henderson to first baseman Ryan Mountcastle.   Andrés Chaparro out at 2nd.    Keibert Ruiz out at 1st.",R,L,R,BAL,WSH,S,,,0,0,2024,-0.38,1.17,0.82,2.36,,,665953,1,9,Top,,,,,668939,,,8.686977412260596,-143.73507716789038,-5.043708734273467,-7.265948957807987,33.68414430253007,-14.914184583687993,3.42,1.54,6,70.5,-22,99.2,2405,6.6,747000,622554,668939,663624,702616,602104,683002,681297,656775,623993,53.93,,,,,,,,68,1,4-Seam Fastball,4,1,1,4,1,4,1,4,Infield shade,Standard,217,0.0,-0.043,66.45435,6.42194
SL,2024-08-14,87.9,-2.04,5.24,"Domínguez, Seranthony",671277,622554,strikeout,swinging_strike,,,,,14,Luis García Jr.  strikes out swinging.,R,L,R,BAL,WSH,S,2,,1,2,2024,1.1,0.42,0.42,0.24,,,665953,0,9,Top,,,,,668939,,,3.698495148194007,-127.8570186521618,-6.870079895282131,11.191844901640588,28.29667914355768,-26.241211392212225,3.54,1.71,,,,88.2,2572,6.6,747000,622554,668939,663624,702616,602104,683002,681297,656775,623993,53.86,,0.0,0.0,1,0,0,,67,4,Slider,4,1,1,4,1,4,1,4,Infield shade,Standard,84,0.034,-0.283,63.3007,8.54342
FF,2024-08-14,98.5,-1.95,5.31,"Domínguez, Seranthony",671277,622554,,swinging_strike,,,,,2,Luis García Jr.  strikes out swinging.,R,L,R,BAL,WSH,S,,,1,1,2024,-0.61,1.34,-0.26,3.02,,,665953,0,9,Top,,,,,668939,,,6.036825399269504,-143.37381100073418,-3.8749101259213248,-9.876123135732962,33.24744877654054,-13.024968727519374,3.54,1.71,,,,99.0,2454,6.5,747000,622554,668939,663624,702616,602104,683002,681297,656775,623993,53.97,,,,,,,,67,3,4-Seam Fastball,4,1,1,4,1,4,1,4,Infield shade,Standard,210,0.0,-0.079,73.44405,7.12596
CH,2024-08-14,92.3,-1.84,5.19,"Domínguez, Seranthony",671277,622554,,ball,,,,,14,Luis García Jr.  strikes out swinging.,R,L,R,BAL,WSH,B,,,0,1,2024,-1.19,1.03,0.59,0.47,,,665953,0,9,Top,,,,,668939,,,8.836581019968595,-133.87031237580925,-8.459517763754409,-16.176451770634564,29.352220836802108,-18.04093718881804,3.54,1.84,,,,93.0,2030,6.9,747000,622554,668939,663624,702616,602104,683002,681297,656775,623993,53.61,,,,,,,,67,2,Changeup,4,1,1,4,1,4,1,4,Infield shade,Standard,234,0.0,0.057,,
FF,2024-08-14,98.6,-2.15,5.27,"Domínguez, Seranthony",671277,622554,,called_strike,,,,,5,Luis García Jr.  strikes out swinging.,R,L,R,BAL,WSH,S,,,0,0,2024,-0.29,1.47,-0.18,2.6,,,665953,0,9,Top,,,,,668939,,,6.051396227946792,-143.48145010192783,-5.223902539124679,-5.4003622845346175,33.39188666879724,-10.914481187206915,3.54,1.83,,,,99.2,2484,6.6,747000,622554,668939,663624,702616,602104,683002,681297,656775,623993,53.87,,,,,,,,67,1,4-Seam Fastball,4,1,1,4,1,4,1,4,Infield shade,Standard,207,0.0,-0.064,,
FF,2024-08-14,96.8,-1.8,5.38,"Domínguez, Seranthony",665953,622554,walk,ball,,,,,12,Andrés Chaparro walks.,R,R,R,BAL,WSH,B,,,3,2,2024,0.1,0.95,1.75,2.83,,,,0,9,Top,,,,,668939,,,9.275106448620107,-140.69867942414234,-3.4242227853661698,-0.7357884769780282,31.928910300437806,-18.89765049977947,3.31,1.65,,,,97.3,2450,6.6,747000,622554,668939,663624,702616,602104,683002,681297,656775,623993,53.89,,0.690281,0.7,1,0,0,,66,10,4-Seam Fastball,4,1,1,4,1,4,1,4,Standard,Standard,197,-0.036,0.34,,
FF,2024-08-14,98.6,-1.8,5.41,"Domínguez, Seranthony",665953,622554,,foul,,,,,1,Andrés Chaparro walks.,R,R,R,BAL,WSH,S,,,3,2,2024,0.02,1.17,-0.75,3.23,,,,0,9,Top,,,,,668939,,,2.8326717808660664,-143.6303650925461,-3.2448540837834075,-0.327051739547337,33.137775090116,-15.3698416900824,3.32,1.51,143,55.8,50,99.3,2423,6.6,747000,622554,668939,663624,702616,602104,683002,681297,656775,623993,53.9,,,,,,,,66,9,4-Seam Fastball,4,1,1,4,1,4,1,4,Standard,Standard,198,0.0,0.0,58.25984,4.87123
FF,2024-08-14,98.0,-1.96,5.36,"Domínguez, Seranthony",665953,622554,,foul,,,,,3,Andrés Chaparro walks.,R,R,R,BAL,WSH,S,,,3,2,2024,-0.08,1.12,0.3,2.93,,,,0,9,Top,,,,,668939,,,6.337874774499288,-142.58831447019844,-3.711026216204722,-2.555830767096792,31.80009139174889,-16.212972430436892,3.32,1.51,,,,98.8,2437,6.7,747000,622554,668939,663624,702616,602104,683002,681297,656775,623993,53.82,,,,,,,,66,8,4-Seam Fastball,4,1,1,4,1,4,1,4,Standard,Standard,194,0.0,0.0,76.25107,6.38323
FF,2024-08-14,98.0,-1.92,5.36,"Domínguez, Seranthony",665953,622554,,ball,,,,,12,Andrés Chaparro walks.,R,R,R,BAL,WSH,B,,,2,2,2024,-0.18,1.16,0.32,4.0,,,,0,9,Top,,,,,668939,,,6.511944827360139,-142.66078313608304,-0.8854720709880106,-3.918976836952471,31.35687133293644,-16.24794965740045,3.42,1.73,,,,98.6,2450,6.5,747000,622554,668939,663624,702616,602104,683002,681297,656775,623993,54.01,,,,,,,,66,7,4-Seam Fastball,4,1,1,4,1,4,1,4,Standard,Standard,200,0.0,0.095,,
FF,2024-08-14,99.4,-2.03,5.27,"Domínguez, Seranthony",665953,622554,,foul,,,,,4,Andrés Chaparro walks.,R,R,R,BAL,WSH,S,,,2,2,2024,-0.37,1.4,-0.3,2.57,,,,0,9,Top,,,,,668939,,,5.649073716152536,-144.5111362611771,-5.2542763990500445,-6.589088424167052,35.38260818052153,-11.552235911078908,3.32,1.51,,,,99.7,2486,6.6,747000,622554,668939,663624,702616,602104,683002,681297,656775,623993,53.89,,,,,,,,66,6,4-Seam Fastball,4,1,1,4,1,4,1,4,Standard,Standard,202,0.0,0.0,78.83128,6.78855
SL,2024-08-14,87.1,-1.88,5.35,"Domínguez, Seranthony",665953,622554,,foul,,,,,3,Andrés Chaparro walks.,R,R,R,BAL,WSH,S,,,2,2,2024,0.89,0.51,0.54,3.0,,,,0,9,Top,,,,,668939,,,4.021440578532781,-126.8923782183787,-0.5249985124016293,8.717955999046865,26.446056222766916,-26.728969484765244,3.32,1.51,8,44.6,-21,87.6,2475,6.6,747000,622554,668939,663624,702616,602104,683002,681297,656775,623993,53.89,,,,,,,,66,5,Slider,4,1,1,4,1,4,1,4,Standard,Standard,73,0.0,0.0,70.44909,7.52221
SL,2024-08-14,92.1,-1.9,5.39,"Domínguez, Seranthony",665953,622554,,foul,,,,,7,Andrés Chaparro walks.,R,R,R,BAL,WSH,S,,,2,1,2024,-0.24,0.75,-0.55,1.91,,,,0,9,Top,,,,,668939,,,3.960078776388449,-134.1025051258788,-4.661123006463837,-3.801904215234977,28.993301510130674,-22.28339865887684,3.32,1.51,82,80.8,6,92.4,2378,6.4,747000,622554,668939,663624,702616,602104,683002,681297,656775,623993,54.06,,,,,,,,66,4,Slider,4,1,1,4,1,4,1,4,Standard,Standard,168,0.0,-0.062,77.77634,8.26122
SL,2024-08-14,87.1,-1.84,5.4,"Domínguez, Seranthony",665953,622554,,ball,,,,,14,Andrés Chaparro walks.,R,R,R,BAL,WSH,B,,,1,1,2024,0.64,0.35,0.81,0.71,,,,0,9,Top,,,,,668939,,,5.0704288123607295,-126.75195259742132,-5.811494743150884,5.811398799080605,26.433362717495044,-27.38733810869361,3.21,1.53,,,,87.3,2608,6.4,747000,622554,668939,663624,702616,602104,683002,681297,656775,623993,54.06,,,,,,,,66,3,Slider,4,1,1,4,1,4,1,4,Standard,Standard,55,0.0,0.049,,
FF,2024-08-14,97.8,-1.94,5.4,"Domínguez, Seranthony",665953,622554,,swinging_strike,,,,,5,Andrés Chaparro walks.,R,R,R,BAL,WSH,S,,,1,0,2024,-0.18,1.49,-0.05,2.16,,,,0,9,Top,,,,,668939,,,5.523934654757711,-142.2094759845317,-6.666528611467101,-3.736895806916071,33.71632035703038,-10.67594876159745,3.32,1.51,,,,98.2,2424,6.6,747000,622554,668939,663624,702616,602104,683002,681297,656775,623993,53.86,,,,,,,,66,2,4-Seam Fastball,4,1,1,4,1,4,1,4,Standard,Standard,206,0.0,-0.043,76.76339,7.64935
SL,2024-08-14,86.8,-2.1,5.35,"Domínguez, Seranthony",665953,622554,,ball,,,,,11,Andrés Chaparro walks.,R,R,R,BAL,WSH,B,,,0,0,2024,0.36,0.52,-0.23,3.89,,,,0,9,Top,,,,,668939,,,3.7458755455973294,-126.40539336027972,1.6235887551704762,3.125801043295295,25.301340176175746,-27.14522297690454,3.02,1.5,,,,87.3,2427,6.5,747000,622554,668939,663624,702616,602104,683002,681297,656775,623993,53.96,,,,,,,,66,1,Slider,4,1,1,4,1,4,1,4,Standard,Standard,96,0.0,0.032,,
SL,2024-08-14,88.7,-2.01,5.51,"Salazar, Eduardo",602104,674285,field_out,hit_into_play,,,,,3,"Ramón Urías grounds out, third baseman Ildemaro Vargas to first baseman Andrés Chaparro.",R,R,R,BAL,WSH,X,5,ground_ball,1,1,2024,0.57,-0.1,0.81,3.22,,663624,681297,2,8,Bot,108.84,167.05,,,660688,,,5.740804916800245,-129.22269146616563,0.6325112854062749,5.244493294844017,25.36807389244991,-33.660127359891554,3.18,1.51,3,65.6,-47,89.4,2023,6.5,747000,674285,660688,665953,671277,545121,682928,695578,696285,669743,54.0,0.211,0.185,0.0,1,0,0,2,65,3,Slider,4,1,4,1,1,4,4,1,Standard,Standard,46,-0.005,-0.435,65.93258,8.01577
SL,2024-08-14,88.6,-2.11,5.45,"Salazar, Eduardo",602104,674285,,ball,,,,,14,"Ramón Urías grounds out, third baseman Ildemaro Vargas to first baseman Andrés Chaparro.",R,R,R,BAL,WSH,B,,,0,1,2024,0.55,0.03,1.34,0.88,,663624,681297,2,8,Bot,,,,,660688,,,7.335820174426188,-128.84353188971954,-5.208780598910883,4.60303377183621,26.319718436913423,-30.990079015286184,3.18,1.5,,,,89.3,2005,6.7,747000,674285,660688,665953,671277,545121,682928,695578,696285,669743,53.8,,,,,,,,65,2,Slider,4,1,4,1,1,4,4,1,Standard,Standard,20,0.0,0.056,,
SL,2024-08-14,87.6,-2.14,5.51,"Salazar, Eduardo",602104,674285,,swinging_strike,,,,,6,"Ramón Urías grounds out, third baseman Ildemaro Vargas to first baseman Andrés Chaparro.",R,R,R,BAL,WSH,S,,,0,0,2024,0.53,-0.02,0.61,2.44,,663624,681297,2,8,Bot,,,,,660688,,,5.590016447270535,-127.65940994387866,-1.3473053609732248,4.794474731122576,23.20280543694543,-32.29169922969413,3.18,1.51,,,,88.4,1940,6.4,747000,674285,660688,665953,671277,545121,682928,695578,696285,669743,54.06,,,,,,,,65,1,Slider,4,1,4,1,1,4,4,1,Standard,Standard,31,0.0,-0.074,74.18561,8.44548
FF,2024-08-14,96.3,-1.98,5.65,"Salazar, Eduardo",681297,674285,single,hit_into_play,,,,,5,Colton Cowser singles on a sharp line drive to center fielder Jacob Young.   Ryan Mountcastle to 2nd.,R,L,R,BAL,WSH,X,8,line_drive,0,2,2024,-0.88,0.91,0.03,2.45,,,663624,2,8,Bot,121.36,74.27,,,660688,,,7.39743315496464,-139.97212888043174,-5.014518327146939,-13.253958813015734,31.08038515383735,-19.218399825963434,3.33,1.6,230,108.6,10,97.0,2239,6.7,747000,674285,660688,665953,671277,545121,682928,695578,696285,669743,53.79,0.897,0.904,0.9,1,1,0,5,64,3,4-Seam Fastball,4,1,4,1,1,4,4,1,Infield shade,Standard,213,0.002,0.395,73.69046,6.11879
SI,2024-08-14,95.9,-2.15,5.41,"Salazar, Eduardo",681297,674285,,swinging_strike,,,,,11,Colton Cowser singles on a sharp line drive to center fielder Jacob Young.   Ryan Mountcastle to 2nd.,R,L,R,BAL,WSH,S,,,0,1,2024,-1.49,0.13,-1.94,2.75,,,663624,2,8,Bot,,,,,660688,,,3.939556515177942,-139.62852766937172,-1.704051399830101,-20.371790807293756,33.5543505513902,-30.238058976619925,3.33,1.6,,,,96.0,2131,6.5,747000,674285,660688,665953,671277,545121,682928,695578,696285,669743,54.01,,,,,,,,64,2,Sinker,4,1,4,1,1,4,4,1,Infield shade,Standard,233,0.0,-0.046,71.2446,6.54464
SI,2024-08-14,94.9,-2.06,5.41,"Salazar, Eduardo",681297,674285,,called_strike,,,,,3,Colton Cowser singles on a sharp line drive to center fielder Jacob Young.   Ryan Mountcastle to 2nd.,R,L,R,BAL,WSH,S,,,0,0,2024,-1.32,0.32,0.33,2.87,,,663624,2,8,Bot,,,,,660688,,,9.285925934321874,-137.92782747038564,-1.6959706999213424,-18.948141009999752,30.44787687781452,-27.9691499161898,3.33,1.58,,,,95.5,2008,6.7,747000,674285,660688,665953,671277,545121,682928,695578,696285,669743,53.81,,,,,,,,64,1,Sinker,4,1,4,1,1,4,4,1,Infield shade,Standard,229,0.0,-0.042,,
SL,2024-08-14,88.8,-2.05,5.46,"Salazar, Eduardo",650391,674285,strikeout,swinging_strike,,,,,14,Eloy Jiménez strikes out swinging.,R,R,R,BAL,WSH,S,2,,1,2,2024,0.5,-0.21,1.72,1.51,,,663624,1,8,Bot,,,,,660688,,,8.225327453692206,-129.21667030995457,-3.290675653567225,4.292634868726933,22.23898331991848,-34.12293702241071,3.5,1.61,,,,90.0,2067,6.6,747000,674285,660688,665953,671277,545121,682928,695578,696285,669743,53.88,,0.0,0.0,1,0,0,,63,4,Slider,4,1,4,1,1,4,4,1,Standard,Standard,33,-0.003,-0.215,37.43574,7.31855
